date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:35:34	89029/89029	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-15bc5%22	https://html.awaikenthemes.com/infine/index-video.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/index-video.html	(from )
17:35:34	46/46	---MCZ	200	added ('OK')	text/plain	etag:W/%2267c54045-1a%22	https://html.awaikenthemes.com/robots.txt		(from )
17:35:34	3117/3117	---M--	200	added ('OK')	image/png	etag:%2267c69b35-c2d%22	https://html.awaikenthemes.com/infine/images/favicon.png	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/favicon.png	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:35	232803/232803	---MCZ	200	added ('OK')	text/css	etag:W/%2267c69b35-38d63%22	https://html.awaikenthemes.com/infine/css/bootstrap.min.css	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/css/bootstrap.min.css	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:35	2505/2505	---MCZ	200	added ('OK')	text/css	etag:W/%2267c69b35-9c9%22	https://html.awaikenthemes.com/infine/css/slicknav.min.css	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/css/slicknav.min.css	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:35	18441/18441	---MCZ	200	added ('OK')	text/css	etag:W/%2267c69b35-4809%22	https://html.awaikenthemes.com/infine/css/swiper-bundle.min.css	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/css/swiper-bundle.min.css	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:35	132659/132659	---MCZ	200	added ('OK')	text/css	etag:W/%2267c69b35-20633%22	https://html.awaikenthemes.com/infine/css/all.css	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/css/all.css	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:36	76809/76809	---MCZ	200	added ('OK')	text/css	etag:W/%2267c69b35-12c09%22	https://html.awaikenthemes.com/infine/css/animate.css	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/css/animate.css	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:36	6951/6951	---MCZ	200	added ('OK')	text/css	etag:W/%2267c69b35-1b27%22	https://html.awaikenthemes.com/infine/css/magnific-popup.css	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/css/magnific-popup.css	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:36	6892/6892	---MCZ	200	added ('OK')	text/css	etag:W/%2267c69b35-1aec%22	https://html.awaikenthemes.com/infine/css/mousecursor.css	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/css/mousecursor.css	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:36	107817/107817	---MCZ	200	added ('OK')	text/css	etag:W/%2267c69b35-1a529%22	https://html.awaikenthemes.com/infine/css/custom.css	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/css/custom.css	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:36	16870/16870	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-41e6%22	https://html.awaikenthemes.com/infine/images/loader.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/loader.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:37	18026/18026	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-466a%22	https://html.awaikenthemes.com/infine/images/logo.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/logo.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:37	88152/88152	---MCZ	200	added ('OK')	text/html	etag:W/%2215858-62f7e3dc967b4%22	https://html.awaikenthemes.com/infine/	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/index.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:37	88152/88152	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-15858%22	https://html.awaikenthemes.com/infine/index.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/index-2.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:37	88813/88813	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-15aed%22	https://html.awaikenthemes.com/infine/index-slider.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/index-slider.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:38	66968/66968	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-10598%22	https://html.awaikenthemes.com/infine/about.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/about.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:38	49644/49644	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-c1ec%22	https://html.awaikenthemes.com/infine/service.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/service.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:38	31947/31947	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-7ccb%22	https://html.awaikenthemes.com/infine/service-single.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/service-single.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:38	21111/21111	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-5277%22	https://html.awaikenthemes.com/infine/blog.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/blog.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:39	18260/18260	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-4754%22	https://html.awaikenthemes.com/infine/blog-single.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/blog-single.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:39	22700/22700	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-58ac%22	https://html.awaikenthemes.com/infine/team.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/team.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:39	19614/19614	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-4c9e%22	https://html.awaikenthemes.com/infine/team-single.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/team-single.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:39	39927/39927	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-9bf7%22	https://html.awaikenthemes.com/infine/pricing.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/pricing.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:39	21005/21005	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-520d%22	https://html.awaikenthemes.com/infine/testimonial.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/testimonial.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:40	17071/17071	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-42af%22	https://html.awaikenthemes.com/infine/image-gallery.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/image-gallery.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:40	17368/17368	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-43d8%22	https://html.awaikenthemes.com/infine/video-gallery.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/video-gallery.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:40	41100/41100	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-a08c%22	https://html.awaikenthemes.com/infine/faqs.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/faqs.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:40	39937/39937	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-9c01%22	https://html.awaikenthemes.com/infine/book-appointment.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/book-appointment.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:40	12786/12786	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-31f2%22	https://html.awaikenthemes.com/infine/404.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/404.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:41	30521/30521	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b35-7739%22	https://html.awaikenthemes.com/infine/contact.html	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/contact.html	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:41	1519/1519	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-5ef%22	https://html.awaikenthemes.com/infine/images/icon-export-coaching-1.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-export-coaching-1.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:41	1861/1861	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-745%22	https://html.awaikenthemes.com/infine/images/icon-export-coaching-2.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-export-coaching-2.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:41	1453/1453	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-5ad%22	https://html.awaikenthemes.com/infine/images/icon-export-coaching-3.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-export-coaching-3.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:42	1007/1007	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-3ef%22	https://html.awaikenthemes.com/infine/images/icon-export-coaching-4.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-export-coaching-4.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:42	1752/1752	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-6d8%22	https://html.awaikenthemes.com/infine/images/icon-export-coaching-5.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-export-coaching-5.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:42	76290/76290	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-12a02%22	https://html.awaikenthemes.com/infine/images/about-us-img-2.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/about-us-img-2.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:42	4463/4463	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-116f%22	https://html.awaikenthemes.com/infine/images/icon-company-experience.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-company-experience.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:43	294170/294170	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-47d1a%22	https://html.awaikenthemes.com/infine/images/about-us-img-1.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/about-us-img-1.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:43	7053/7053	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-1b8d%22	https://html.awaikenthemes.com/infine/images/satisfy-client-img-1.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/satisfy-client-img-1.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:43	5435/5435	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-153b%22	https://html.awaikenthemes.com/infine/images/satisfy-client-img-2.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/satisfy-client-img-2.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:43	5043/5043	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-13b3%22	https://html.awaikenthemes.com/infine/images/satisfy-client-img-3.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/satisfy-client-img-3.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:44	5544/5544	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-15a8%22	https://html.awaikenthemes.com/infine/images/satisfy-client-img-4.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/satisfy-client-img-4.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:44	5327/5327	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-14cf%22	https://html.awaikenthemes.com/infine/images/satisfy-client-img-5.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/satisfy-client-img-5.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:44	3364/3364	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-d24%22	https://html.awaikenthemes.com/infine/images/icon-company-result.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-company-result.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:44	1495/1495	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-5d7%22	https://html.awaikenthemes.com/infine/images/icon-services-1.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-services-1.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:45	1921/1921	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-781%22	https://html.awaikenthemes.com/infine/images/icon-services-2.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-services-2.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:45	1445/1445	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-5a5%22	https://html.awaikenthemes.com/infine/images/icon-services-3.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-services-3.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:45	1018/1018	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-3fa%22	https://html.awaikenthemes.com/infine/images/icon-services-4.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-services-4.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:45	1354/1354	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-54a%22	https://html.awaikenthemes.com/infine/images/icon-services-5.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-services-5.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:45	1549/1549	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-60d%22	https://html.awaikenthemes.com/infine/images/icon-services-6.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-services-6.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:46	2006/2006	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-7d6%22	https://html.awaikenthemes.com/infine/images/icon-pricing-benefit-1.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-pricing-benefit-1.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:46	5239/5239	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-1477%22	https://html.awaikenthemes.com/infine/images/icon-pricing-benefit-2.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-pricing-benefit-2.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:46	1414/1414	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-586%22	https://html.awaikenthemes.com/infine/images/icon-pricing-benefit-3.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-pricing-benefit-3.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:46	491851/491851	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-7814b%22	https://html.awaikenthemes.com/infine/images/our-potential-img.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/our-potential-img.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:46	12041/12041	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-2f09%22	https://html.awaikenthemes.com/infine/images/expertise-image-1.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/expertise-image-1.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:47	12065/12065	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-2f21%22	https://html.awaikenthemes.com/infine/images/expertise-image-2.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/expertise-image-2.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:47	11105/11105	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-2b61%22	https://html.awaikenthemes.com/infine/images/expertise-image-3.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/expertise-image-3.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:47	13431/13431	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-3477%22	https://html.awaikenthemes.com/infine/images/expertise-image-4.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/expertise-image-4.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:47	11818/11818	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-2e2a%22	https://html.awaikenthemes.com/infine/images/expertise-image-5.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/expertise-image-5.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:48	13522/13522	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-34d2%22	https://html.awaikenthemes.com/infine/images/expertise-image-6.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/expertise-image-6.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:48	13059/13059	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-3303%22	https://html.awaikenthemes.com/infine/images/expertise-image-7.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/expertise-image-7.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:48	12945/12945	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-3291%22	https://html.awaikenthemes.com/infine/images/expertise-image-8.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/expertise-image-8.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:48	1507/1507	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-5e3%22	https://html.awaikenthemes.com/infine/images/icon-how-work-1.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-how-work-1.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:48	2432/2432	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-980%22	https://html.awaikenthemes.com/infine/images/icon-how-work-2.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-how-work-2.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:49	1287/1287	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-507%22	https://html.awaikenthemes.com/infine/images/icon-how-work-3.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-how-work-3.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:49	2782/2782	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-ade%22	https://html.awaikenthemes.com/infine/images/icon-how-work-4.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-how-work-4.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:49	4022/4022	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-fb6%22	https://html.awaikenthemes.com/infine/images/asterisk-icon.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/asterisk-icon.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:50	3214/3214	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-c8e%22	https://html.awaikenthemes.com/infine/images/icon-testimonial-rating-4.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-testimonial-rating-4.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:50	1210/1210	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-4ba%22	https://html.awaikenthemes.com/infine/images/testimonial-quote.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/testimonial-quote.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:50	214539/214539	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-3460b%22	https://html.awaikenthemes.com/infine/images/testimonial-img-1.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/testimonial-img-1.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:51	227930/227930	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-37a5a%22	https://html.awaikenthemes.com/infine/images/company-growth-img.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/company-growth-img.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:51	180927/180927	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-2c2bf%22	https://html.awaikenthemes.com/infine/images/testimonial-img-2.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/testimonial-img-2.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:51	157153/157153	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-265e1%22	https://html.awaikenthemes.com/infine/images/testimonial-img-3.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/testimonial-img-3.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:51	8333/8333	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-208d%22	https://html.awaikenthemes.com/infine/images/icon-testimonial-rating-1.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-testimonial-rating-1.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:51	5868/5868	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-16ec%22	https://html.awaikenthemes.com/infine/images/icon-testimonial-rating-2.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-testimonial-rating-2.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:51	13181/13181	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b35-337d%22	https://html.awaikenthemes.com/infine/images/icon-testimonial-rating-3.svg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/icon-testimonial-rating-3.svg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:52	155382/155382	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-25ef6%22	https://html.awaikenthemes.com/infine/images/post-1.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/post-1.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:52	120067/120067	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-1d503%22	https://html.awaikenthemes.com/infine/images/post-2.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/post-2.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
